amtinstpaidbefduel24m_4187115A,annuity_780A,annuitynextmonth_57A,avginstallast24m_3658937A,avglnamtstart24m_4525187A,avgoutstandbalancel6m_4187114A,avgpmtlast12m_4525200A,credamount_770A,currdebt_22A,currdebtcredtyperange_828A,disbursedcredamount_1113A,downpmt_116A,inittransactionamount_650A,lastapprcommoditycat_1041M,lastapprcommoditytypec_5251766M,lastapprcredamount_781A,lastcancelreason_561M,lastotherinc_902A,lastotherlnsexpense_631A,lastrejectcommoditycat_161M,lastrejectcommodtypec_5251769M,lastrejectcredamount_222A,lastrejectreason_759M,lastrejectreasonclient_4145040M,maininc_215A,maxannuity_159A,maxannuity_4075009A,maxdebt4_972A,maxinstallast24m_3658928A,maxlnamtstart6m_4525199A,maxoutstandbalancel12m_4187113A,maxpmtlast3m_4525190A,previouscontdistrict_112M,price_1097A,sumoutstandtotal_3546847A,sumoutstandtotalest_4493215A,totaldebt_9A,totalsettled_863A,totinstallast1m_4525188A,description_5085714M,education_1103M,education_88M,maritalst_385M,maritalst_893M,pmtaverage_3A,pmtaverage_4527227A,pmtaverage_4955615A,pmtssum_45A
2457.2,1435.4,2457.2,2457.2,32172.4,41741.6,2457.2,34449.0,41741.6,41741.6,34449.0,0.0,,P109_133_183,a55475b1,26000.0,a55475b1,,,P159_130_59,a55475b1,10388.0,a55475b1,a55475b1,44000.0,2482.0,,0.0,2457.2,32172.4,41741.6,2457.2,P120_80_181,34449.0,41741.6,41741.6,41741.6,2482.0,2457.2,a55475b1,39a0853f,a55475b1,3439d993,a55475b1,,,,
199544.17,8589.601,9528.0,8062.4,,167033.56,11007.8,150000.0,147536.2,147536.2,150000.0,0.0,,a55475b1,a55475b1,20000.0,P94_109_143,,,a55475b1,a55475b1,150000.0,P99_56_166,P94_109_143,60000.0,32001.201,,169380.47,12014.2,71586.6,262091.4,12014.2,P194_92_171,,147536.2,147536.2,147536.2,214448.67,23377.363,2fc785b2,6b2ae0fa,a55475b1,3439d993,a55475b1,,,32576.8,
,761.4,0.0,,,,,11904.0,0.0,0.0,11904.0,0.0,,a55475b1,a55475b1,,P129_162_80,,,a55475b1,a55475b1,9298.0,P99_56_166,P129_162_80,,0.0,,0.0,,,,,a55475b1,11904.0,,,0.0,0.0,,2fc785b2,a55475b1,a55475b1,a7fcb6e5,a55475b1,,,,
11258.8,2335.2,1608.4,1608.4,,10396.866,1608.4,17812.0,6370.2,6370.2,17812.0,0.0,,P159_130_59,a55475b1,14458.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,30000.0,1640.0,,14458.0,1608.4,14458.0,17690.201,1608.4,P99_153_174,17812.0,6370.2,6370.2,6370.2,11320.0,1608.4,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,9414.8
,2857.4001,2843.6,2875.8,,,,43780.0,19821.8,19821.8,43780.0,0.0,,P159_130_59,a55475b1,30390.0,a55475b1,,,a55475b1,a55475b1,0.0,P52_67_90,a55475b1,48000.0,5040.0,,44153.16,4841.0,,,,P6_35_77,43780.0,19821.8,,19821.8,49000.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,4470.6
216429.4,935.4,11838.8,9552.0,,182396.38,10481.601,7396.0,146831.8,0.0,7396.0,0.0,,a55475b1,a55475b1,100000.0,P52_67_90,,,a55475b1,a55475b1,20000.0,P99_56_166,P52_67_90,36000.0,19404.74,,179576.06,11838.8,68780.0,265386.8,11838.8,P121_97_69,7396.0,146831.8,146831.8,146831.8,691759.56,11838.8,a55475b1,717ddd49,a55475b1,a7fcb6e5,a55475b1,,7553.0,,
32728.8,4435.8003,0.0,5454.4,,0.0,,50000.0,0.0,0.0,50000.0,0.0,,P100_96_175,a55475b1,48000.0,P94_109_143,,,a55475b1,a55475b1,100000.0,P198_131_9,P94_109_143,26000.0,5782.0,,51980.0,5454.8003,,33204.0,,P197_47_166,0.0,0.0,,0.0,66106.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,34567.0
63877.09,8538.601,0.0,4913.6,,,,102461.6,0.0,0.0,102461.6,0.0,,P12_6_178,a55475b1,69996.0,P94_109_143,,,P159_130_59,a55475b1,8136.0,P99_56_166,P94_109_143,180000.0,16400.0,,65780.92,6615.6,,8816.826,,P109_162_152,102461.6,0.0,,0.0,87820.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,25682.55
151120.98,2359.8,7139.6,9475.0,40000.0,216137.03,12447.4,23998.0,243072.23,0.0,23998.0,0.0,,a55475b1,a55475b1,40000.0,a55475b1,,,a55475b1,a55475b1,70000.0,P94_109_143,P94_109_143,75400.0,95003.37,,143485.7,85847.805,99002.6,259552.3,7139.6,P189_23_170,23998.0,245112.42,245112.42,243072.23,353351.56,7139.6,2fc785b2,717ddd49,a55475b1,38c061ee,a55475b1,,,14640.0,
6386.6,2318.4001,0.0,2128.8,,1000.0,2128.8,27798.0,0.0,0.0,27798.0,0.0,,P201_79_148,a55475b1,5795.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,28000.0,2400.0,,6061.8003,2129.0,6061.8003,6400.0,,P178_112_160,27798.0,0.0,0.0,0.0,6400.0,,a55475b1,a55475b1,a55475b1,a7fcb6e5,a55475b1,,,,
53462.0,2409.6,3167.4001,3664.8,,20521.467,,19000.0,12604.8,12604.8,19000.0,6000.0,,P109_133_183,a55475b1,30160.0,a55475b1,,,a55475b1,a55475b1,27800.0,P94_109_143,P94_109_143,40000.0,47232.49,,38100.8,3996.6,,34804.8,,P91_34_173,25000.0,12604.8,,12604.8,173938.48,,a55475b1,a55475b1,a55475b1,3439d993,a55475b1,11364.167,,,
0.0,6712.8003,0.0,,,,,70000.0,0.0,0.0,70000.0,0.0,,P12_6_178,a55475b1,65350.6,P94_109_143,,,P159_130_59,a55475b1,16594.0,P99_56_166,P94_109_143,30000.0,16800.0,,0.0,,,,,a55475b1,70000.0,0.0,,0.0,84782.805,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,45415.99
76568.805,2502.2,0.0,4417.6,,,,29998.0,0.0,0.0,29998.0,0.0,,P21_79_33,a55475b1,21320.0,P94_109_143,,,a55475b1,a55475b1,40000.0,P99_56_166,P94_109_143,70000.0,36387.0,,70688.6,5152.4,,21200.0,,P133_44_167,29998.0,0.0,,0.0,172902.4,,a55475b1,39a0853f,a55475b1,3439d993,a55475b1,,,,68413.766
,1666.2001,0.0,,,,,16138.0,0.0,0.0,16138.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,16138.0,,,0.0,0.0,,2fc785b2,a55475b1,a55475b1,a55475b1,a55475b1,,,22246.4,
0.0,1387.8,0.0,,,,,7000.0,0.0,0.0,7000.0,0.0,,a55475b1,a55475b1,32000.0,P94_109_143,,,a55475b1,a55475b1,20000.0,P99_56_166,P94_109_143,38000.0,114400.0,,31807.441,,,,,P16_86_94,7000.0,0.0,0.0,0.0,203684.47,,2fc785b2,717ddd49,a55475b1,3439d993,a55475b1,,,15280.2,
,2190.8,0.0,,,,,18600.0,0.0,0.0,18600.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,18600.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a7fcb6e5,a55475b1,,,,
73090.4,3782.2,0.0,6672.0,,14442.858,,32592.0,0.0,0.0,32592.0,0.0,,P159_130_59,a55475b1,19488.0,P94_109_143,,,P148_110_5,a55475b1,52792.0,P94_109_143,P94_109_143,30000.0,13280.0,,64403.79,8722.2,,67820.0,,P62_144_102,32592.0,0.0,,0.0,243564.61,,a55475b1,39a0853f,a55475b1,a7fcb6e5,a55475b1,7222.2,,,
4417.8003,1589.6,4281.4,1990.8,30000.0,22954.03,1990.8,26495.0,35415.8,0.0,26495.0,0.0,26495.0,a55475b1,a55475b1,30000.0,a55475b1,,,a55475b1,a55475b1,6000.0,P99_56_166,P94_109_143,20000.0,5558.0,,17669.4,4281.4,19981.4,42513.8,4281.4,P131_33_167,26495.0,35415.8,35415.8,35415.8,16050.0,7090.2,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
,6011.0,0.0,,,,,52510.0,0.0,0.0,52510.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,52510.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,21792.4,
,4670.0,0.0,,,,,55955.0,0.0,0.0,55955.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,55955.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,0.0
24338.248,3491.0,0.0,2416.8,,13589.772,2416.8,41892.0,0.0,0.0,41892.0,0.0,,P109_133_183,a55475b1,17850.0,a55475b1,,,P21_79_33,a55475b1,14160.0,P198_131_9,P94_109_143,47000.0,20641.137,,21136.8,4360.0,21136.8,34764.57,4360.0483,P91_50_167,41892.0,0.0,0.0,0.0,43438.71,6579.8477,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,6080.6
12921.206,8135.4,0.0,1292.2001,,,,194000.0,0.0,0.0,194000.0,0.0,,P12_6_178,a55475b1,56448.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,24000.0,10927.492,12400.0,33248.0,2063.6,,13851.7295,,P158_121_167,0.0,0.0,,0.0,57041.695,,a55475b1,717ddd49,717ddd49,3439d993,46b968c3,,,,3820.8079
0.0,5446.4,0.0,,,,,46774.0,0.0,0.0,46774.0,0.0,,P148_110_5,a55475b1,9994.0,a55475b1,,,P53_45_92,a55475b1,77788.0,a55475b1,a55475b1,24000.0,3600.0,,0.0,,,,,P80_85_140,46774.0,0.0,0.0,0.0,14303.4,,a55475b1,6b2ae0fa,a55475b1,a7fcb6e5,a55475b1,,,,
,9225.601,0.0,,,,,49440.0,0.0,0.0,49440.0,0.0,,a55475b1,a55475b1,,P94_109_143,,,a55475b1,a55475b1,150000.0,P45_84_106,P94_109_143,,0.0,,0.0,,,,,a55475b1,49440.0,,,0.0,0.0,,2fc785b2,a55475b1,a55475b1,a55475b1,a55475b1,,,,
0.0,3844.8,0.0,,,,,55890.0,0.0,0.0,55890.0,1400.0,,a55475b1,a55475b1,49000.0,P94_109_143,,,a55475b1,a55475b1,59896.0,P45_84_106,P94_109_143,30000.0,10000.0,,44908.246,,,,,P31_88_142,57290.0,0.0,0.0,0.0,100576.4,,a55475b1,717ddd49,a55475b1,b6cabe76,a55475b1,,10784.4,,
14867.2,3303.4001,3716.8,3716.8,,75655.6,,16200.0,63050.0,0.0,16200.0,0.0,,a55475b1,a55475b1,44000.0,a55475b1,,,a55475b1,a55475b1,0.0,P94_109_143,P94_109_143,140000.0,4000.0,,58167.2,3716.8,,85600.4,,P159_143_123,16200.0,63050.0,,63050.0,26350.4,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,10000.0
,1827.0,0.0,,,,,30450.0,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,,P94_109_143,,,a55475b1,a55475b1,20000.0,P45_84_106,P94_109_143,,0.0,,0.0,,,,,a55475b1,,,,0.0,0.0,,2fc785b2,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,1833.4,0.0,,,,,43998.0,0.0,0.0,43998.0,0.0,,a55475b1,a55475b1,,a55475b1,,,P53_45_92,a55475b1,86998.0,a55475b1,a55475b1,,0.0,,0.0,,,,,a55475b1,43998.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,88500.0
36548.41,6312.2,0.0,3045.8,,10880.007,3045.8,67630.0,0.0,0.0,67630.0,0.0,,P159_130_59,a55475b1,27972.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,50000.0,8536.008,,27972.0,10867.601,27972.0,31936.01,10867.608,P158_121_167,67630.0,0.0,0.0,0.0,36736.01,10867.608,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
0.0,5545.4,3758.8,,,22466.0,,49800.0,22466.0,0.0,49800.0,0.0,,a55475b1,a55475b1,20000.0,a55475b1,,,P159_130_59,a55475b1,29673.8,P94_109_143,P94_109_143,38000.0,0.0,,0.0,,,22466.0,,P141_13_175,49800.0,22466.0,22466.0,22466.0,0.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,12762.08
,1998.2001,0.0,,,,,23978.0,0.0,0.0,23978.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,23978.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,6379.0
255706.53,2813.8,11261.0,10835.2,,298880.12,,24780.0,270886.8,0.0,24780.0,0.0,,P159_130_59,a55475b1,20956.0,P85_114_140,,,a55475b1,a55475b1,100000.0,P94_109_143,P94_109_143,66000.0,88200.0,,214073.03,46104.6,,383566.8,,P47_144_70,24780.0,270886.8,,270886.8,338813.22,,a55475b1,a55475b1,a55475b1,3439d993,a55475b1,,,,5385.2
0.0,4808.8003,0.0,,,,,57654.0,0.0,0.0,57654.0,0.0,,P109_133_183,a55475b1,5880.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,53600.0,2800.0,,33239.2,,,,,P50_139_56,57654.0,0.0,,0.0,39976.402,,a55475b1,a55475b1,a55475b1,3439d993,a55475b1,,,,9271.408
184161.36,3283.0,6106.8003,8769.601,24296.6,56928.45,13344.2,39396.0,32009.0,7585.8003,39396.0,0.0,,a55475b1,a55475b1,20000.0,P94_109_143,,,P12_6_178,a55475b1,71796.0,P99_56_166,P94_109_143,76000.0,22840.0,,122953.35,16450.4,45175.6,149905.8,16450.4,P179_40_168,39396.0,32009.0,32009.0,32009.0,214476.4,32898.402,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,5687.4,5687.4,,
,3966.8,0.0,,,,,21240.0,0.0,0.0,21240.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,21240.0,,,0.0,0.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
25108.8,4883.2,2329.2,2282.8,,8414.286,,40000.0,0.0,0.0,40000.0,0.0,,P12_6_178,a55475b1,23198.0,a55475b1,,,P159_130_59,a55475b1,44174.0,a55475b1,a55475b1,30000.0,27240.0,,73651.6,2282.8,,27440.0,,P147_21_170,0.0,0.0,,0.0,178620.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,0.0
,3565.0,0.0,,,,,31998.0,0.0,0.0,31998.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,31998.0,,,0.0,0.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,23624.27
,4537.0,0.0,,,,,45976.0,0.0,0.0,45976.0,0.0,,a55475b1,a55475b1,,P94_109_143,,,a55475b1,a55475b1,100000.0,P45_84_106,P94_109_143,,0.0,,0.0,,,,,a55475b1,45976.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,3439d993,a55475b1,,,,
11926.4,7067.6,0.0,5963.0,,,5962.8003,117796.0,0.0,0.0,90596.0,0.0,90596.0,P159_130_59,a55475b1,53498.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,76000.0,7957.4,,53498.0,5963.2,53498.0,30485.4,,P131_33_167,90596.0,0.0,0.0,0.0,66359.4,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
49248.87,3048.8,3018.0,3520.0,,3000.0,,14952.0,0.0,0.0,14952.0,1848.0,,P159_130_59,a55475b1,7980.0,a55475b1,,,a55475b1,a55475b1,40000.0,P94_109_143,P94_109_143,30000.0,8729.4,,29756.0,6134.8003,,11300.0,,P17_149_170,16800.0,0.0,,0.0,85821.87,,a55475b1,a55475b1,a55475b1,ecd83604,a55475b1,,,,2266.0
,6634.4,0.0,,,,,116000.0,0.0,0.0,116000.0,0.0,,a55475b1,a55475b1,,P94_109_143,,,a55475b1,a55475b1,100000.0,a55475b1,P94_109_143,,0.0,,0.0,,,,,a55475b1,,,,0.0,0.0,,2fc785b2,a55475b1,a55475b1,a55475b1,a55475b1,,,16337.8,
,4581.0,0.0,,,,,48960.0,0.0,0.0,48960.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,48960.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
14173.0,3654.0,0.0,2834.4001,,,,60900.0,0.0,0.0,0.0,0.0,0.0,P159_130_59,P75_90_70,15000.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,32000.0,5747.6,,15000.0,2834.6,15000.0,0.0,,P159_160_144,0.0,0.0,0.0,0.0,53253.156,,2fc785b2,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,5344.2,0.0,,,,,34000.0,0.0,0.0,34000.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,,,,0.0,0.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
,1776.8,0.0,,,,,9780.0,0.0,0.0,9780.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,9780.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a7fcb6e5,a55475b1,,,,11543.601
0.0,2890.4001,4104.8003,2633.2,,36542.66,,17500.0,29693.4,29693.4,17500.0,0.0,,P12_6_178,a55475b1,5000.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,24000.0,4120.0,,30935.0,4105.2,,42162.6,,P50_61_91,17500.0,29693.4,,29693.4,17768.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,2134.08
,4467.2,0.0,,,,,41781.0,0.0,0.0,41781.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,0.0,,0.0,,,,,a55475b1,41781.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,10193.335
21202.4,6155.6,0.0,1347.0,,7320.422,,30000.0,0.0,0.0,30000.0,0.0,,a55475b1,a55475b1,20300.0,a55475b1,,,a55475b1,a55475b1,6560.0,a55475b1,a55475b1,39600.0,4000.0,20380.0,21288.52,1895.4,,21300.0,,P217_160_113,,399.23203,,0.0,43340.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,5055.2,,,
3099.4001,5828.0,0.0,3099.4001,,,,73600.0,0.0,0.0,73600.0,0.0,,a55475b1,a55475b1,60000.0,P94_109_143,,,a55475b1,a55475b1,40000.0,P94_109_143,P94_109_143,17000.0,144814.8,,39921.543,3099.4001,,,,P54_133_26,,0.0,,0.0,185671.2,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,4446.6
,1746.4,0.0,,,,,20956.0,0.0,0.0,20956.0,7000.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,27956.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,0.0
125564.81,8230.2,0.0,6941.4,,68732.0,,150000.0,0.0,0.0,150000.0,0.0,,P159_130_59,a55475b1,19978.0,a55475b1,,,a55475b1,a55475b1,0.0,P94_109_143,P30_86_84,64000.0,213020.0,,85861.18,81086.2,,107980.0,,P123_6_84,0.0,0.0,,0.0,239183.61,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,13010.664
2971.4001,1967.2001,0.0,2971.4001,,2395.0,2971.4001,10580.0,0.0,0.0,10580.0,0.0,,a55475b1,a55475b1,14580.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,26000.0,2982.0,,15922.4,2971.4001,15922.4,17982.0,,P108_105_115,11136.8,0.0,0.0,0.0,17982.0,,2fc785b2,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,5730.6,0.0,,,,,100000.0,0.0,0.0,100000.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,7144.634,,,
,7079.6,0.0,,,,,69420.0,0.0,0.0,69420.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,69420.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
115831.305,2893.6,0.0,9652.601,,,,15928.0,0.0,0.0,15928.0,0.0,,P33_29_177,a55475b1,37846.2,a55475b1,,,P159_130_59,a55475b1,20392.0,P99_56_166,P94_109_143,40000.0,130600.0,,61499.027,44838.2,37918.8,,,P178_112_160,15928.0,0.0,0.0,0.0,200141.98,,a55475b1,717ddd49,a55475b1,b6cabe76,a55475b1,,,,
5387.8003,956.2,5387.8003,,,61651.402,,22948.0,58651.402,58651.402,22948.0,0.0,,P109_133_183,a55475b1,52866.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,50000.0,6000.0,,55102.812,,,64651.402,,P19_11_176,22948.0,58651.402,,58651.402,116762.805,,a55475b1,717ddd49,a55475b1,3439d993,a55475b1,,,,20800.0
,1364.2001,0.0,,,,,11938.0,0.0,0.0,11938.0,0.0,11938.0,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,11938.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,2847.0,0.0,,,,,37216.0,0.0,0.0,37216.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,37216.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,6912.0
62917.215,8274.2,0.0,2996.0,,12396.69,3679.4001,81180.0,0.0,0.0,81180.0,0.0,,a55475b1,a55475b1,0.0,a55475b1,,,P159_130_59,a55475b1,15198.0,a55475b1,a55475b1,,64914.168,,45336.0,16424.201,45296.0,39083.367,16424.166,P147_6_101,81180.0,0.0,0.0,0.0,369107.97,16424.166,a55475b1,717ddd49,a55475b1,a7fcb6e5,a55475b1,,,,
,1636.4,0.0,,,,,8640.0,0.0,0.0,8640.0,0.0,,a55475b1,a55475b1,,a55475b1,,,P148_110_5,a55475b1,22998.0,a55475b1,a55475b1,,0.0,,0.0,,,,,a55475b1,8640.0,,,0.0,0.0,,a55475b1,39a0853f,a55475b1,3439d993,a55475b1,,,,3276.4001
,5094.6,0.0,,,,,45990.0,0.0,0.0,45990.0,0.0,,a55475b1,a55475b1,,P94_109_143,,,P159_130_59,a55475b1,20796.0,P45_84_106,P94_109_143,,0.0,,0.0,,,,,a55475b1,45990.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,6000.0
,10279.4,0.0,,,,,130000.0,0.0,0.0,130000.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,14857.2,
46861.2,1331.6,1665.0,4763.2,19978.0,12718.666,4601.6,15978.0,18178.0,18178.0,15978.0,0.0,,P184_3_97,a55475b1,19978.0,P30_86_84,,,a55475b1,a55475b1,40000.0,P99_56_166,P30_86_84,157000.0,14600.0,,47801.0,5021.8003,45660.8,20462.0,1665.0,P123_6_84,15978.0,18178.0,18178.0,18178.0,62062.0,1665.0,a55475b1,39a0853f,a55475b1,3439d993,a55475b1,,,,
,1393.2001,0.0,,,,,18000.0,0.0,0.0,18000.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,0.0,,0.0,,,,,a55475b1,18000.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
119243.125,2526.6,0.0,19873.8,,,,60634.0,0.0,0.0,60634.0,0.0,,a55475b1,a55475b1,63980.0,P94_109_143,,,a55475b1,a55475b1,200000.0,P99_56_166,P94_109_143,58000.0,185067.2,,102003.42,75739.4,80060.0,,,P8_46_164,60634.0,0.0,0.0,0.0,146873.61,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
108472.64,8666.601,4332.0,7748.0,,188417.4,,150000.0,177587.4,177587.4,103969.37,0.0,,a55475b1,a55475b1,100000.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,52000.0,58221.84,,100000.0,54263.8,,207911.4,,P17_149_170,,177587.4,,177587.4,135238.05,,a55475b1,a55475b1,a55475b1,b6cabe76,a55475b1,7065.8667,,,
,1703.0,0.0,,,,,17318.0,0.0,0.0,17318.0,0.0,,a55475b1,a55475b1,,P94_109_143,,,P52_56_90,a55475b1,10238.0,P198_131_9,P94_109_143,,0.0,,0.0,,,,,a55475b1,17318.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,227.272
,2158.6,0.0,,,,,35978.0,0.0,0.0,35978.0,0.0,35978.0,a55475b1,a55475b1,,P94_109_143,,,P12_6_178,a55475b1,27952.0,P99_56_166,P94_109_143,,0.0,,0.0,,,,,a55475b1,35978.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,4000.0
76946.44,3562.2,1917.6,4325.6,,15906.166,,44000.0,15207.4,0.0,44000.0,0.0,,P159_130_59,a55475b1,15400.0,a55475b1,,,a55475b1,a55475b1,44000.0,a55475b1,a55475b1,34000.0,13856.036,10740.0,59798.2,9086.0,,32276.037,,P76_152_180,0.0,15207.4,,15207.4,91036.04,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,4933.0103
4455.4,1967.2001,0.0,7499.4,,40500.71,8260.2,28572.0,0.0,0.0,28572.0,0.0,,P159_130_59,a55475b1,55400.0,P94_109_143,,,P159_130_59,a55475b1,23348.0,P45_84_106,P94_109_143,53000.0,106998.375,,58380.0,34894.402,58380.0,75608.33,34894.492,P159_143_123,28572.0,0.0,0.0,0.0,121261.125,,a55475b1,717ddd49,a55475b1,3439d993,a55475b1,,,,
,1175.8,0.0,,,,,19598.0,0.0,0.0,9798.0,0.0,9798.0,a55475b1,a55475b1,,P94_109_143,,,P159_130_59,a55475b1,17998.0,P99_56_166,P94_109_143,,0.0,,0.0,,,,,a55475b1,9798.0,,,0.0,0.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
270232.22,10303.601,12055.0,16380.4,,333419.44,20434.0,300000.0,278387.0,227741.4,300000.0,0.0,,P33_29_177,a55475b1,93800.0,P69_72_116,,,a55475b1,a55475b1,20000.0,P99_56_166,P69_72_116,80000.0,44630.402,,339648.6,25671.201,147746.8,507861.0,25671.201,P192_103_107,0.0,278387.0,278387.0,278387.0,586219.44,24110.0,2fc785b2,6b2ae0fa,6b2ae0fa,3439d993,46b968c3,,,,
